epoch,F1,binary_accuracy,loss,precision,recall,val_F1,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.022052135540976243,0.98839355,0.047068085476756095,0.053685896,0.013875945,0.23484233171915653,0.9907568097114564,0.04021236278116703,0.5206093192100525,0.15161795914173126
1,0.38807877182635475,0.99206984,0.02935980566963553,0.71517843,0.26628748,0.522068037627667,0.9925976395606996,0.02807766398414969,0.6592356562614441,0.4321503043174744
2,0.5684597731612269,0.9935917999999999,0.0228373690340668,0.77164793,0.44997397,0.5866547979430026,0.9931640625,0.023888886673375964,0.675390899181366,0.5185281634330751
3,0.6097008778930745,0.9939336,0.02120052997581661,0.78195006,0.49963957,0.640976880377765,0.9935400485992432,0.023013003766536717,0.6676087975502014,0.6163883209228516
4,0.635485830300588,0.9942119,0.019786093829199672,0.78847766,0.5322174,0.6657856027454023,0.9938256740570068,0.02124830394983292,0.6744310855865479,0.6573590636253357
5,0.6583672500761965,0.99451953,0.01864816976524889,0.79786056,0.5603916999999999,0.6656297906392367,0.994226098060608,0.020125593626871705,0.7263190150260925,0.6143006086349487
6,0.6659632009351963,0.9945893,0.018297459822148084,0.79887176,0.5709706999999999,0.6938665626427714,0.9944311380386353,0.019304148312658077,0.7142857313156128,0.6745824813842773
7,0.683006775675355,0.9948091,0.017570869671180843,0.8067766,0.5921616999999999,0.6299876994289242,0.9933667182922364,0.02156463830731809,0.6587866544723511,0.6036012768745422
8,0.6861170576082857,0.99482566,0.017226389433257282,0.80492043,0.5978732,0.708144721707309,0.9949609637260436,0.016909364527091384,0.7728394865989685,0.6534446477890015
9,0.6852793069738837,0.99483156,0.016952425552532076,0.79883546,0.5999896,0.6996260600920768,0.9947046041488647,0.01764401325955987,0.7453526258468628,0.6591858267784119
10,0.7025217519087208,0.9950521999999999,0.016457128221169116,0.80981386,0.6203339,0.6822674807897159,0.9938012957572936,0.022029667375609283,0.6554459929466248,0.7113778591156006
11,0.7049381664421615,0.99508107,0.015959722347557544,0.80889964,0.62465614,0.6341462787123375,0.9944335818290709,0.019174464400857686,0.8233333230018616,0.5156576037406921
12,0.7095133126525355,0.9950918,0.016005404572002592,0.81099296,0.63060564,0.7247223458857868,0.995400369167328,0.015039224061183631,0.8233731985092163,0.6471816301345825
13,0.7137272841912227,0.995208,0.01555186749342829,0.8152196,0.63470817,0.7048918069339367,0.9950366020202636,0.016898760283365847,0.7942427396774292,0.6336116790771484
14,0.7163710891391644,0.99522805,0.015360632825642826,0.81293637,0.6403113,0.7150660801668732,0.9951611161231996,0.016144865937531,0.7960947751998901,0.6490083336830139
15,0.7226803131998878,0.9953037,0.015148110267706216,0.81514245,0.6490574,0.7319380447566928,0.9954345822334291,0.014765616483055057,0.8120229244232178,0.6662317514419556
