epoch,F1,binary_accuracy,loss,precision,recall,val_F1,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.11738388690856569,0.98882425,0.04316957775130868,0.23158856,0.0786157,0.21171629512223064,0.9756567478179932,0.07999644152820111,0.15229754149913788,0.3471609950065613
1,0.4846916111294092,0.9925132,0.02685073515959084,0.6947014,0.37218064,0.6333131126807798,0.9940771460533142,0.02145914390683174,0.759333074092865,0.5431682467460632
2,0.5873215835496012,0.9936172,0.02261697474680841,0.7512518,0.4821188,0.6618577316634263,0.9943920969963074,0.0206071677338332,0.7656675577163696,0.582836389541626
3,0.6184056966719444,0.99391794,0.0214970377497375,0.7708111,0.5163188,0.6769454051000126,0.9945776462554932,0.01912692499347031,0.7710404396057129,0.6033186316490173
4,0.6318099597883764,0.994103,0.020385979318991304,0.77172863,0.5348404999999999,0.6884917275525151,0.9946801662445068,0.018611906692385674,0.7673677206039429,0.6243194341659546
5,0.6564071445754026,0.9944292,0.01927258678525686,0.78862435,0.5621583,0.7095027317192226,0.9950219988822936,0.018084710193797947,0.7874763011932373,0.64557945728302
6,0.6588952234832477,0.99442774,0.019320722494274373,0.7862748,0.56703365,0.699480332825015,0.9949169754981996,0.017383120590820908,0.7889938354492188,0.6282084584236145
7,0.6666469031369358,0.9944981,0.01844361949712038,0.7874616,0.5779727,0.7104071995980955,0.9950000047683716,0.017420277325436474,0.7813374996185303,0.6512833833694458
8,0.6851210291773877,0.9948013,0.017713802048936488,0.79811203,0.6001554,0.7185844981169501,0.9950683712959292,0.016731128273531796,0.7765733003616333,0.6686543822288513
9,0.6817767791755058,0.9947075,0.01752356829866767,0.79045546,0.59937024,0.715861827354002,0.9951586723327636,0.01628294315189123,0.8001281023025513,0.6476536393165588
10,0.6935910854165884,0.99486184,0.01718119650799781,0.8040235,0.60983104,0.7362851046997461,0.9953759908676147,0.01595191292464733,0.7951879501342773,0.6855068802833557
11,0.6962135571916531,0.9948994,0.017017895540222525,0.8017415,0.6152344,0.7338169305360438,0.9953417778015136,0.015875946702435608,0.7943219542503357,0.6818771362304688
12,0.7016607759957155,0.99497414,0.016689592875540258,0.8038786,0.62250566,0.7251151225522402,0.9951928853988647,0.01610323164612055,0.7855414152145386,0.6733212471008301
13,0.7068565440841574,0.9950565999999998,0.016150891610421242,0.80482656,0.6301496999999999,0.7284934415604452,0.995261251926422,0.015886463429778813,0.7910085320472717,0.6751360893249512
14,0.7146282378099551,0.99517727,0.015892886092886332,0.8115361999999999,0.6383956000000001,0.753854588502563,0.9956347942352296,0.014509295243769885,0.8036395907402039,0.709878146648407
15,0.7142815311034444,0.9951753,0.01571253184042871,0.81155133,0.6378331,0.7463619874459952,0.9954468011856079,0.01533209677785635,0.7848970293998718,0.7114337682723999
16,0.7210969008481538,0.9952129,0.015589428568258882,0.81327003,0.6476900999999999,0.7401287624698366,0.9954687356948853,0.014618154061026869,0.8045662045478821,0.6852476000785828
17,0.7275116148485192,0.9953423,0.015176468377932906,0.8153935,0.6567303000000001,0.7469779812919751,0.9955029487609864,0.01473855215124786,0.7943324446678162,0.7049520611763
18,0.7300453607648707,0.9953843,0.014949082897976041,0.8172634,0.65964806,0.7475767500314775,0.9954858422279358,0.01423485916573554,0.7895040512084961,0.709878146648407
19,0.7268716981530697,0.99534374,0.014954129346646368,0.81454617,0.65623707,0.7445478168984548,0.9955102801322936,0.013998790006153285,0.8019150495529175,0.6948405504226685
20,0.7358398934084346,0.9954614,0.01447630909178406,0.8181761,0.6685601999999999,0.76681548402854,0.9957934617996216,0.013815294899977744,0.8020951151847839,0.7345086932182312
21,0.7376022013473378,0.995458,0.014441909787245097,0.8165636,0.67256546,0.7511374270030603,0.9955932497978208,0.014054005071520805,0.8021201491355896,0.70624840259552
22,0.7308398962325741,0.9954248,0.014550013437867163,0.81351924,0.6634159000000001,0.7635971521456846,0.9957128763198853,0.013585105622187257,0.7941753268241882,0.7352864742279053
23,0.7422575283834832,0.9955259,0.014332904340699316,0.82113516,0.67720574,0.7636758133102293,0.995749533176422,0.013285440588369966,0.8014245033264159,0.7293233275413513
24,0.7412820664897077,0.9955405,0.014119438522495332,0.82124025,0.67551243,0.7672078017887445,0.9957641363143921,0.013619895540177824,0.7950500845909119,0.741249680519104
25,0.7445886896696837,0.9955923,0.013833971335552631,0.8221181000000001,0.68042195,0.7690437158281878,0.9958251714706421,0.013033817214891314,0.8026501536369324,0.7381384372711182
26,0.7494463753412764,0.9956353,0.01378099887818098,0.8232143,0.6878119,0.7698153517206514,0.9958593845367432,0.012831109780818223,0.8077470660209656,0.7352864742279053
27,0.7493536490336354,0.9956445,0.013666680743917824,0.82242644,0.68820643,0.7676767182453814,0.99578857421875,0.013240437214262784,0.7987667918205261,0.738916277885437
28,0.7474633230255872,0.9956128,0.013604529663920402,0.8198409,0.6868285,0.7702212859169936,0.9958178997039796,0.012975689112208784,0.7979432940483093,0.7443609237670898
29,0.7547581318935291,0.9957216999999998,0.013379764255136251,0.82646805,0.69449884,0.7695206892437262,0.9958202838897704,0.013477144818753005,0.8003360629081726,0.7409904003143309
30,0.7570986415872417,0.99578124,0.013255174258723856,0.830148,0.69586563,0.7658166267620996,0.9958520531654358,0.01261864765547216,0.8175397515296936,0.7202488780021667
31,0.7593908222135385,0.995834,0.012919716272503138,0.8280951999999999,0.7012135,0.7760465671522391,0.9959643483161926,0.012689332435838878,0.8127128481864929,0.7425460219383241
