epoch,F1,binary_accuracy,loss,precision,recall,val_F1,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.0022058133,0.973977,0.10276470966637134,0.028716216,0.0024094435,0.0,0.9755810499191284,0.09330513730645179,0.0,0.0
1,0.00019674536,0.9760156,0.09431182369589805,0.11904762,0.00010185789,0.0002061855047941208,0.9755761623382568,0.09171789444983006,0.25,9.998000314226374e-05
2,0.00016054689,0.97585887,0.09249263811111451,0.21052632,8.092252e-05,0.0,0.9755810499191284,0.09079367391765118,0.0,0.0
3,0.012164107,0.9759502,0.08944309332966804,0.49436393,0.006233882,0.005607130937278271,0.9755614995956421,0.08809667266905308,0.43939393758773804,0.002899420214816928
4,0.032090403,0.97581345,0.08551765795052052,0.4672269,0.016876783,0.06731667369604111,0.9747070074081421,0.09178620629012585,0.33960574865341187,0.0378924198448658
5,0.06799999,0.9760874,0.08070145186781884,0.49863088,0.03719135,0.028518984094262123,0.975781261920929,0.0819870637357235,0.6971153616905212,0.014497100375592709
6,0.13751853,0.97635305,0.07613648262619972,0.549217,0.079946265,0.1546914428472519,0.9754638671875,0.08193566575646401,0.4873816967010498,0.09268146008253098
7,0.2006448,0.9768164,0.07180707945674658,0.5655968,0.12330701,0.1991686075925827,0.9753686785697937,0.07864578507840633,0.4834032952785492,0.12667466700077057
8,0.24657366,0.97709036,0.06992128155380488,0.5891025,0.15735628,0.2661728262901306,0.976794421672821,0.07065643608570099,0.5836418867111206,0.17336532473564148
9,0.29364166,0.9777207,0.06711176054179668,0.6145205,0.19458899,0.29093995690345764,0.9767993092536926,0.07202651701867581,0.5734039545059204,0.1948610246181488
10,0.3251851,0.97822654,0.06537280655652285,0.6319205,0.22012015,0.30816400051116943,0.9767138957977295,0.07297526568174362,0.5611169934272766,0.21295741200447083
11,0.36261487,0.9789585,0.06346071911603213,0.658782,0.25108615,0.3889228403568268,0.9788134694099426,0.06479632399976254,0.6572446823120117,0.27664467692375183
12,0.3813628,0.97906494,0.062213370993733405,0.6585839,0.26907304,0.42381009459495544,0.9791674613952637,0.06231740988790989,0.6525441408157349,0.31413716077804565
13,0.40309796,0.9795215,0.06120374307781458,0.6737925,0.2884947,0.36519214510917664,0.9784521460533142,0.066495192758739,0.6499235033988953,0.25484901666641235
14,0.40232348,0.97954005,0.0607072174847126,0.67158794,0.28794447,0.39498448371887207,0.9785668849945068,0.06462706044316292,0.6348401308059692,0.28784242272377014
15,0.41693878,0.979669,0.060134901218116286,0.67445326,0.30241087,0.4371059536933899,0.9795556664466858,0.06077160973101854,0.6660546660423279,0.3264347016811371
16,0.4290105,0.97994435,0.05910081531107426,0.6800949,0.3141883,0.4425780177116394,0.9799951314926147,0.059758728556334975,0.6920952200889587,0.3256348669528961
17,0.4358407,0.97996974,0.05874191665649414,0.68126875,0.3212207,0.4354734420776367,0.9799584746360779,0.05943821180611849,0.6966440081596375,0.31753650307655334
18,0.45493042,0.9803687,0.05747574600577354,0.6895548,0.34014115,0.44434380531311035,0.9800586104393005,0.061261496543884277,0.694857656955719,0.3269346058368683
19,0.4487702,0.980272,0.05753755934536457,0.68241197,0.33445123,0.4804275929927826,0.9805834889411926,0.05704631254076958,0.6927563548088074,0.36812636256217957
20,0.45686936,0.98041064,0.057168047070503235,0.68635,0.34340465,0.4621996581554413,0.9806714057922363,0.05590140763670206,0.7204483151435852,0.3406318724155426
21,0.46117276,0.98054296,0.05647171981632709,0.6864716,0.34875822,0.4917120039463043,0.9806152582168579,0.05763749327510595,0.6830610632896423,0.38462308049201965
22,0.47132307,0.98074025,0.05588309772312641,0.69298726,0.3581808,0.4649862051010132,0.980603039264679,0.05638204284012318,0.7116690874099731,0.34573084115982056
23,0.47429118,0.9807158,0.05579678678512573,0.69159025,0.3617775,0.49226585030555725,0.9807324409484863,0.05578407932072878,0.6899532079696655,0.38312336802482605
24,0.47996005,0.9808301,0.05577136997878551,0.6956522,0.36705408,0.48604556918144226,0.9808496236801147,0.05596298594027758,0.7045885324478149,0.37152570486068726
